方名,text
救急膏,"大黄,牙皂,蓖麻子,全蝎,枳壳,地黄,桃仁,白芷,草乌,五倍子,莪术,羌活,麻黄,肉桂,大戟,香附,厚朴,穿山甲,蛇蜕,当归,甘遂,木鳖子,川乌,三棱,巴豆,黄柏,芫花,杏仁,防风,独活,槟榔,细辛,玄参,黄连,蜈蚣条"
清风散,川芎
清地散花饮,"防风,当归,地丁,大力子,山慈姑,荆芥,前胡,青皮,蝉蜕,红花,茯神,水通草,生姜,大枣枚"
清肝利湿汤,"瞿麦,木通,车前子,黄芩,牛膝,牡丹皮,川楝子,柴胡,荆齐穗半"
清肝明目熏洗方,"木贼草,红花,甘菊,桑叶,僵蚕,珠兰茶"
清肝活血汤,"柴胡,黄芩,栀子,夏枯草,当归,马鞭草,小茴,红花,橘核,赤芍,泽泻,甘草"
清肝除风汤,"柴胡,黄芩,黄连,赤芍,茺蔚子,荆芥,秦皮"
清肠饮,"金银花,地榆,麦冬,玄参,甘草,薏仁,黄芩"
清和膏,"木芙蓉,紫荆皮,独活,天南星,赤芍半,白芷"
清胃消肿漱口方,"生蒲黄,红花,连翘,石膏,盐"
清热利湿汤,"瞿麦,木通,车前子,滑石,延胡索,连翘,蒲公英"
清热活血汤,"地黄,茯苓,荆芥,防风,红花,赤芍,三棱,莪术,刺蒺藜"
清热除痹汤,"金银藤,青风藤,海风藤,络石藤,防己,桑枝,追地风"
清热解毒汤,"连翘,蒲公英,紫菀地丁,黄芩,瞿麦,萹蓄,车前子,牡丹皮,赤芍,地骨皮,冬瓜子"
清眩平肝汤,"当归,白芍,地黄,桑叶,菊花,黄芩,女贞子,旱莲草,红花,牛膝"
理气活血汤,"大黄,地黄,刘寄奴,赤芍,桃仁"
理气活血汤2,"柴胡,当归,牡丹皮,香附,青皮,栀子"
理气宽肠汤,"当归,青皮,陈皮,乌药"
理气通经汤,当归
硇砂膏,"当归,白芷,白蔹,木鳖子,蓖麻子,玄参,苍术,穿山甲,蜈蚣条,金银花,连翘,地黄,大黄,桔梗,赤芍"
续骨活血汤,当归
续骨神丹,"当归,地黄,败龟版,牡丹皮,续断,牛膝,乳香,没药,桃仁,羊踯躅,红花,白芍"
续断丸,"续断,牛膝,木瓜,杜仲,锉碎"
续断散,"榼藤子,当归,川芎,续断,黄芪,葫芦巴,紫金皮,地黄,牡蛎粉,木香,辣桂,甘草"
续断紫金丹,"当归,菟丝子,骨碎补,续断,制首乌,茯苓,白术,牡丹皮,血竭,牛膝,红花,乳香,没药,虎骨,儿茶,鹿角,自然铜"
银翘红酱解毒汤,"金银花,红藤,败酱草,牡丹皮,山栀,赤芍,桃仁,薏苡仁,延胡索,乳香,没药,川楝子"
五香丸,"枳壳,干姜,香附,防风,丁香,苍术,胆南星,附子,白术,川芎,厚朴,天麻,前胡,荆芥,茯苓,陈皮,紫苏,木香,朱砂,荜拔,乳香,沉香,高良姜,白芷,砂仁,肉桂,羌活,独活,冰片,麝香,薄荷,白豆蔻,檀香,细辛,僵蚕"
五停五积丸,"使君子,巴豆,松香,黄连,樟脑,朱砂"
六神丸,当归
内伤丸,"三七,桃仁,泽兰,大黄,雄黄"
内消散,"生银,雄黄"
昧散,"琥珀,防风,玄参,蔓荆子,决明子,白蒺藜,大黄,菊花"
化毒汤,"杏仁,牡丹皮,黄芩,麻黄,连翘,荆芥,羌活,虎杖"
化瘀四物汤,"熟地,当归,白芍"
化癥回生丹,"人参,肉桂,两头尖,麝香,姜黄,川椒,虻虫,三棱,蒲黄,红花,苏木,桃仁,苏子,五灵脂,降香,干漆,当归,没药,白芍,杏仁,香附,吴茱萸,延胡索,水蛭,阿魏,茴香,川芎,乳香,高良姜,艾叶,益母草,熟地,鳖甲,大黄"
太岳活血丹,"乱发,栗楔,皂角,黑豆,桑枝,蓖麻子,乳香,细墨,硇砂"
开郁散,"郁金,明矾"
手拈散,"草果,玄胡索,五灵脂,乳香,没药,沉香,阿魏"
手捻散,"牛蒡子,白芍,桃仁,大黄,红花,桂枝"
木土平汤,"石膏,茯苓,苍术,栀子,白芍,甘草"
木鳖裹方,"木鳖子,丁香"
去恶平胃散,"当归,川芎,桃仁,炮姜,山楂,陈皮,厚朴,木香,砂仁,苏木,降香"
去恶清心汤,"当归,川芎,桃仁,炮姜,山楂,延胡索,琥珀,蒲黄,蒲黄,丹参,牛膝,灯心草,苏木,降香"
去恶清肺汤,"当归,川芎,桃仁,炮姜,山楂,延胡索,苏子,桑皮,橘红,贝母,苏木,降香,童便"
加减大承气汤,"芒硝,枳实,大黄,厚朴,桃仁,红花,乳香,没药,乌药,枳壳"
二十四制清宁丸,"大黄,桑叶,侧柏叶,桃叶,槐树叶"
宁志膏,"琥珀,茯神,酸枣仁,牡丹皮,熟地,当归,川芎,白芍,半夏,麦冬,竹叶,丹参,郁金"
加减胃风汤,"人参,白术,茯苓,当归,川芎,白芍,升麻,秦艽"
加减双解散,"防风,荆芥,薄荷,桔梗,麻黄,黄芩,山栀,连翘,当归,芒硝,大黄,赤芍,滑石,石膏,川芎,甘草,白术"
加减四物汤,"当归,川芎,白芍,干姜"
去瘀饮,"大黄,当归,桃仁"
加味犀角地黄汤,"犀角,熟地,芍药,桔梗,当归,陈皮,甘草,红花,牡丹皮"
二圣大宝琥珀散,"熟地,生姜"
加味柴胡汤,"柴胡,黄芩,人参,枳壳,大黄"
四物加元胡干姜汤,"川芎,赤芍,生地,延胡索,干姜"
四物汤加桃仁红花,"竹沥,当归,川芎,白芍,熟地,桃仁,竹沥,红花"
四物桃仁汤,"当归,赤芍,川芎,生地,桃仁,独活,香附"
四物加泽兰汤,"泽兰,熟地,当归,白芍,红花"
四物玄胡汤,"当归,川芎,芍药,熟地,玄胡索,桃仁,红花,牛膝"
四仙丸,桃仁
瓜贝去瘀汤,"瓜蒌,紫菀,栀子,牡丹皮,青皮,穿山甲,前胡,甘草,贝母,当归"
四神散,"当归,芍药,川芎,干姜"
加减紫金丹,"茯苓,苍术,陈皮,肉苁蓉,丁香,红花,血竭,乳香"
加减犀角地黄汤,"犀角,熟地,当归,黄连,苦参,枳壳,桔梗,赤芍,红花"
加减苏子桃仁汤,"苏子,苏木"
生韭饮,生韭
加味小柴胡合四物汤,"柴胡,当归,川芎,白芍,熟地,桃仁,红花,乳香,没药"
加味大承气汤,"大黄,枳壳,芒硝,甘草,陈皮,红花,当归,苏木,木通,厚朴"
加味承气汤,"大黄,厚朴,枳实,羌活,防风,当归,生地,朴硝"
水蛭饮,"水蛭,虻虫,大黄"
二物汤,"大麻,大葱白"
止痛乳香丸,"五灵脂,乳香,没药,草乌,夏蚕砂,木鳖子"
加味芎归汤,"牡丹皮,延胡索,莪术,赤芍,红花,当归,川芎,香附,乌药,枳实,山楂,木香,陈皮,厚朴,苍术,砂仁,肉桂,干姜,益母草,天花粉,夏,甘草"
加味生化汤,"生化汤,柴胡,鳖甲"
二黄丸,大黄
二黄散,大黄
牛膝丸,"牛膝,大黄,细辛,桃仁,川芎,当归,须,水蛭"
牛膝散,"牛膝,桂心,川芎,川朴消,当归,蒲黄"
白糖饮,白糖
白药末,"白杨皮,桔梗,赤芍,川芎,细辛,甘草,花椒,川乌,牛膝,泽兰"
白末子,"白芷,胆南星,白术,何首乌,桔梗,羌活,独活,白芍,白杨皮,川芎,茯苓,白蔹,当归,薏苡仁,细辛,肉桂,枫香,乳香,没药"
交加散,"青皮,当归,干姜,肉桂,茯苓,苍术,夏厚,人参,羌活,独活,柴胡,甘草,薄荷,陈皮,川芎,白芍,枳壳"
决明散,"决明子,决明子,防风,赤芍,柴胡,白芷,菊花,川芎,羌活,白蒺藜,红花,当归,栀子"
军中跌打丸,"当归,土鳖虫,川芎,血竭,没药,麻黄,自然铜,乳香"
会厌逐瘀汤,"桃仁,红花,甘草,桔梗,生地,当归,玄参,柴胡,枳壳,赤芍"
伤科紫金丹,"没药,枳壳,延胡索,青皮,血竭,血余炭,儿茶,当归,木香,丁香"
地黄酒,"熟地,桃仁"
地黄粥,"熟地,生姜,粳米合"
买子木汤,"买子木,当归"
龙胆汤,"草龙胆,犀角,升麻,茵陈,山栀,木通,黄连"
生铁酒,生铁
平中饮,"人参,白术,丹参,瓦楞子,桃仁,炮姜"
布膏药,"生地,当归,首乌,川芎,续断,红花,五加皮,川乌,茅术,高良姜,肉桂,香附,乌药,枳壳,陈皮,柴胡,白芷,独活,灵仙,麻黄,莪术,三棱,寄奴,荆芥,防风,赤芍,青皮,桃红,川军,牙皂,藁本,连翘,胆南星,山奈,姜夏,海风藤,甘松,细料方,麝香,附子,冰片,洋樟,木香,肉桂,没药,细辛,阿魏,八角,茴香"
正骨紫金丹,"丁香,木香,血竭,儿茶,大黄,红花,当归,莲肉,茯苓,白芍,牡丹皮,甘草"
白末药,"桔梗,白芷,甘草,当归,牛膝,香附,花椒,赤芍,白杨皮"
玉真散,"胆南星,防风,白芷"
玉烛散,"当归,川芎,白芍,熟地"
生化汤,"当归,川芎,丹参,姜炭,桃仁,红花"
地龙散,"地龙,蜴蜥,苏枋木"
夺命散,"红蛭,大黄,牵牛"
地黄膏,"熟地,黄连,黄柏,寒水石"
地黄糟裹方,"熟地,酒糟"
芍药地黄汤,"芍药,熟地,牡丹皮,犀角"
至宝饮,"桃仁,当归,川芎,红花,乌药,苏木,青皮,大黄"
红花当归饮,"红花,当归,赤芍,牛膝,紫葳,肉桂,甘草,白芷,苏木,寄奴"
红丸子,"牛膝,桔梗"
红花桃仁煎,"红花,当归,桃仁,香附,延胡索,赤芍,川芎,乳香,丹参,青皮,生地"
红曲酒,红曲
红末子,"独活,何首乌,胆南星,白芷,羌活,当归,骨碎补,苏木,牛膝,赤芍,红花,川芎,细辛,川乌,桔梗,降香,枫香,血竭,乳香,没药"
行气香苏散,"香附,紫苏,台乌,陈皮,川芎,当归,乳香,没药,苍术,枳壳,甘草"
一白散,半夏
阴红汤,"鹿角胶,没药"
守田膏,半夏
安平饮,"桃仁,红花,山楂,当归,益母草"
当归,"泽兰,当归,泽兰,白芍,红花,香附,牡丹皮,桃仁"
延胡索散,"延胡索,蒲黄,肉桂"
导赤散,"木通,生地,犀角,甘草,竹叶"
如圣黑丸子,"白及,当归,白蔹,胆南星"
防风,"赤芍,汉防己,木防己,赤芍,秦艽,苡米仁,宣木瓜,续断"
八仙散,"巴豆,乳香,没药,硼砂,血竭,土鳖虫,当归"
护心丸,"血竭,朱砂,木耳灰,乳香,没药"
导滞散,当归
延胡索汤,"延胡索,当归,莪术,川楝子,三棱,木香,川芎,桔梗,黄芩,槟榔"
补血定痛汤,"当归,川芎,熟地,白芍,泽兰,牡丹皮"
芸苔子散,"芸苔子,大黄,腻粉,熟地,生姜"
芫花粗散,"芫花,原蚕沙,熟地,生姜,蜀椒,当归,牛膝,桑根白皮,艾叶,白芷"
鸡鸣散,"生地,大黄,杏仁"
赤芍药汤,"赤芍,夏,橘红"
豆苏汤,"黑豆,紫苏,乌梅"
还睛丸,"决明子,当归,菊花,木贼,蝉蜕,川芎,青葙子,防风,山栀,白蒺藜,白芍,粉草"
还睛散,"龙胆草,菊花,木贼,决明子,野麻子,荆芥,茯苓,楮实子,白蒺藜"
没药散,"没药,虎骨,独头栗子黄"
宋氏益母丸,"益母草,当归,白芍,川芎,柴胡,木香"
花蕊石散,"花蕊,土赤硫黄"
芥子竹沥汤,"竹沥,白芥子"
附子煎,"附子,乌头,干姜,当归,槟榔,赤石脂,桂,蜀椒"
牡丹丸,"牡丹,芍药,玄参,桃仁,当归,桂心,虻虫,水蛭,蛴螬,瞿麦,川芎,海藻"
牡丹散,"牡丹,菴,鬼箭羽,益州麻布尺,败蒲,赤芍,蒲黄,大黄"
牡丹汤,"牡丹皮,大黄"
灵雨汤,"甘草,人参,茯苓,夏,干姜,柏叶,牡丹皮"
没药丸,"没药,乳香,川芎,川椒,芍药,当归,桃仁,血竭,自然铜"
没乳丸,"乳香,没药,桃仁,滑石,木香,槟榔"
芫花散,"芫花,鬼箭羽,虻虫,水蛭"
万金汤,"肉桂,陈皮,干姜,当归,茯苓,枳壳,甘草,厚朴,桔梗,白芷,芍药,苍术,川芎,麦芽,山楂,乌药,香附"
万金散,"罂粟壳,橘皮,甘草"
驱风丸,"骨碎补,川乌,川芎,草乌,当归,牛膝,木鳖子,何首乌,乌金"
龟甲散,"龟板,天雄"
乳香丸,"糯米,藿香"
乳香应痛丸,"龙骨,蜈蚣,赤小豆,全蝎,乳香"
乳香善应膏,"乳香,没药,血竭,阿魏,麝香,大黄,黄连,黄柏,防风,荆芥,芍药,白芷,玄参,当归,连翘,巴豆,苏木,大风子,木鳖子,穿山甲,黄丹,槐嫩枝寸,桃嫩枝寸,柳嫩枝寸,清油"
和中丸,"当归,木香,土鳖虫,乌药,枳壳,延胡索,苏木,姜黄,鳖甲,牡丹皮"
和伤拈痛汤,"大黄,玄明粉,桃仁,当归,红花,鳖甲,枳壳,延胡索,桂枝,木通"
和伤治血汤,"穿山甲,当归,红花,苏木,生地,灵仙,五加皮,川芎,乳香,没药,天花粉,甘草,桃仁,血竭,大黄"
三圣散,当归
夜合枝散,"夜合枝,甜瓜子,赤芍"
抵当汤,"水蛭,虻虫,桃仁"
拔毒定痛膏,"花蕊石,羌活,乳香,乌头,大黄,米粉,葱白"
拨云散,"当归,川芎,赤芍,熟地,连翘,黄芩,栀子,黄连,防风,荆芥,羌活,白芷,梢枳壳,桔梗,石膏,大黄,甘草"
明砂止疟丹,夜明砂
松烟饼子,"细墨,陈皮,大黄,北枣,斑蝥,芫花,干漆,巴豆"
法炼红花,红花
泻脑汤,"防风,细辛,桔梗,赤芍,天门冬,五味子,茺蔚子"
泽兰汤,"泽兰,牡丹皮,牛膝,桃仁,红花,当归,三七,赤芍"
经验桃奴丸,"桃奴,豭鼠粪,玄胡索,香附,肉桂,五灵脂,桃仁,砂仁"
苦杖散,虎杖
虎杖散,"虎杖,赤芍"
败瘀止痛汤,"大黄,桃仁,当归,白芍,柴胡,黄连,厚朴,甘草"
败蒲散,"败蒲,牡丹,当归"
三神散,黑豆
郁金散,"蒲黄,降香,郁金"
金丝膏,"宣黄连,川黄连,黄柏,黄丹,灯心草,大枣"
青竹茹散,"刮青竹,乱发,延胡索"
三黄宝蜡丸,"天竹黄,雄黄,刘寄奴,大戟,血竭,当归,朱砂,儿茶,乳香,琥珀,轻粉,水银,麝香"
青麻汤,青麻根
青麟丸,大黄
三棱散,"三棱,莪术,芍药,延胡索,乙切草,牡丹皮,肉桂,当归,熟地,乌药,菊花"
养血疏气汤,"当归,白芍,川芎,生地,竹沥,桃仁,红花,诃子,青皮"
养真丹,"当归,川芎,白芍,熟地,羌活,天麻"
一黄散,大黄
将军膏,大黄
枳芎散,"枳壳,川芎,郁金,甘草"
下病散,"大黄,细辛,朴消,消石,附子,虻虫,黄芩,干姜,芍药,土瓜根,代赭,朱砂"
柏子仁散,"柏子仁,远志,桑寄生,防风,琥珀"
洗刀散,"防风,连翘,羌活,独活,决明子,蔓荆子,木贼,玄参,当归,荆芥,滑石,薄荷,麻黄,白术,赤芍,大黄,黄芩,川芎,栀子,桔梗,石膏,芒硝,蝉蜕,菊花,白蒺藜,甘草,细辛"
洗药荆叶散,"顽荆叶,白芷,蔓荆子,桂心,川芎,丁皮,防风,羌活"
活血和气饮,"川芎,青皮,炙草,白芍,滑石,牡丹皮,桃仁"
活血通经散,"白芷,肉桂,刘寄奴,赤芍,凌霄花,苏木,红花,牛膝,甘草,香附,木通,桃仁"
牵牛子散,牵牛子
独圣丸,五灵脂
独白散,白及
神应养真丹,"当归,天麻,川芎,羌活,白芍,熟地"
神应散,"大黄,桃仁,红花,当归,瓜蒌根,穿山甲,柴胡"
神灵丹,"杏仁,夏,巴豆,防风,雄黄,木香,朱砂,百草霜"
神效峒丸,"冰片,麝香,真阿魏,明腰黄,大黄,儿茶,天竺黄,三七,血竭,乳香,山羊血,藤黄"
神效乌金丸,"天麻,没药,当归,赤芍,木香,草霜,京墨,益母草,川芎"
神效内伤丸,"巴豆,甘草"
神效伤膏,"松香,乳香,没药,儿茶,血竭,阿魏,龙骨,轻粉,黄占,白占,降香"
神效参香散,"白扁豆,白豆蔻"
土质汗,益母草
禹功散,牵牛
胜灸丹,"艾叶,吴茱萸,陈皮"
胜金丸,"水银,硫黄,棕榈皮,干漆,鲤鱼鳞,自然铜,狗胆,血竭,当归,虻虫,乌蛇,桂心,乱发,没药"
胜金元散,"白薇,人参,藁本,蒲黄,川乌,丹参,吴茱萸,柏子仁,防风,厚朴,细辛,桂心,干姜,当归,川芎,熟地,泽兰,同杵,以马尾罗子筛为粗末,重炒褐色勿焦,候冷,再杵为细末,后为处；候合成,后药取一,丸子如后,延胡索,五味子,白芷,白术,石菖蒲,茯苓,桔梗,卷柏,川椒,黄芪,白芜荑,甘草,白芍,石膏"
胡粉散,胡粉
胡堇草方,胡堇草
茯苓丸,"茯苓,甘草,干姜,黄芪,桂心,当归,川芎,熟地"
茵陈五苓散,"茵陈蒿末,五苓散"
荆芥饮子,"荆芥,大黄,桃仁"
荆芥散,"荆芥,当归,熟地"
虻虫散,"牡丹皮,虻虫"
贴熁灵龟膏,"龟板,大黄,木鼈子,桂心"
追魂复还夺命丹,"山羊血,丹参,红花,生地,三棱,三七,莪术,牡丹皮,桃仁,茜根,乌臼"
退血止痛散,"当归,赤芍,生地,白芷,防风,荆芥,羌活,连翘,黄芩,黄连,黄柏,大黄,栀子,薄荷,枳壳,桔梗,知母,石膏,前子,甘草"
退赤散,"大黄,黄芩,黄连,白芷,当归,赤芍,栀子,桑白皮"
退热和血汤,"桃仁,红花,山栀,大黄,当归,柴胡,川芎,赤芍,青皮"
大成汤,"大黄,芒硝,甘草,陈皮,红花,当归,苏木,木通,枳壳,厚朴"
大红丸,"赤敛,川乌,胆南星,细辛,赤小"
大红膏,"当归,小油,没药,琥珀,沥青,黄丹"
顺气散瘀汤,"当归,川芎,白芍,生地,桃仁,红花,青皮,莪术,玄胡索"
大承气汤,"大黄,芒硝"
柴胡防归汤,"柴胡,人参,当归,川芎,夏,陈皮,防风,甘草"
桂枝汤,辣桂
桃仁丸,"桃仁,虻虫,水蛭"
桃仁延胡汤,"桃仁,木香,炮姜,甘草,香附,广皮,钩藤,泽兰,砂仁"
桃仁当归,"汤,桃仁,牡丹皮"
桃仁汤,"桃仁,当归,贝母,茯苓,干姜,人参"
大活血丸,"青桑炭,栗间,骨碎补,胆南星,自然铜,木鳖子,细辛,降香,枫香,乳香,没药,血竭"
大活血丹,"胆南星,芍药,骨碎补,黑豆,大栗间,川乌,自然铜,血竭,白芷,木鳖子,没药,乳香,青桑炭"
大活血汤,"大黄,当归,麝香"
桃仁承气汤,"枳实,厚朴,桃仁"
桃仁桂心汤,"桃仁,荷叶蒂-"
桃仁散,"荆芥,大黄"
桃仁鳖甲汤,"桃仁,鳖甲,牡丹皮,丹参,桂枝,甘草"
桃奴散,"桃奴,延胡索,豭鼠粪,香附,肉桂,五灵脂,砂仁,桃仁"
桃红饮子,"桃仁,红花,川芎,麝,当归"
桃灵丹,"桃仁,五灵脂"
桃枝汤,"桃枝握,桂心,虻虫,水蛭"
桃姜散,桃仁
桔梗散,桔梗
流伤饮,"刘寄奴,骨碎补,延胡索"
大效至圣千金饮子,"黄芪,甘草,陈皮,罂粟壳,黄连"
消石丸,"消,干姜,前胡,大黄,杏仁"
消石汤,"消石,附子,虻虫,大黄,细辛,干姜,黄芩,芍药,土瓜根,丹参,代赭,蛴螬,大枣,桃仁,牛膝,朴消"
消血散,"蒲黄,当归,干姜,桂心,大黄,虻虫"
消血理中膏,"大黄,猪脂,桂心,干姜,当归,通草,乱发"
消毒饮,"大黄,甘草,荆芥"
消毒散血汤,"牛蒡子,没药,乳香"
消积丸,"海粉,石碱,三棱,莪术,五灵脂,红花,香附"
消瘀饮,"当归,芍药,生地,苏木,芒硝,甘草,桃仁,红花,大黄"
消瘀清胃汤,"陈皮,法夏-,茯苓,炙草,泽兰,生姜,荆芥"
大畜方,"白蒺藜,泽兰,姜黄,莱菔子,山楂,茜草,土贝母,延胡索,五灵脂,槟榔,金银花,乌药,青皮,桃仁"
烧盐酒,白盐合
益母草膏,"益母草,川芎,白芍,当归,生地,木香"
益肝汤,"当归,川芎,白芍,熟地,白术,牛膝,续断,山药,木瓜,远志,乌药,乳香"
破血药,"柴胡,黄芩,五灵脂,枳实,当归,赤芍,川芎,熟地,大黄,朴消,桃仁,红花,苏木"
破瘀丹,"水蛭,当归,白芍,茯苓,肉桂,桃仁,生地,枳壳,猪苓"
破瘀汤,"荆芥,虫,大黄,川芎,蒲黄,当归,桂心,甘草,桃仁"
秘传斗门散,"黑豆,罂粟壳,地榆,白芍"
大黄丸,"大黄,桃仁,虻虫"
秘授万灵一九转还丹,"真鸦片,麝香,百草霜"
耆婆万病丸,"麝香,犀角,朱砂,雄黄,黄连,禹余粮,大戟,芫花,芫青,人参,石蜥蜴,茯苓,干姜,桂心,当归,川芎,芍药,甘遂,黄芩,桑白皮,蜀椒,细辛,桔梗,巴豆,前胡,紫菀,蒲黄,葶苈,防风,蜈蚣"
脏连丸,"胡黄连,通血香,雄猪大肠尺寸"
荷叶粥,荷叶张
莪术汤,"莪术,三棱,苏木,红花,牛膝"
莪术散,"香附,当归,砂仁,干漆,红花,川芎,甘草"
莲叶散,莲叶
调中二陈汤,"陈皮,夏,茯苓,甘草,枳壳,大腹皮,红花,川芎,当归,白芍,防风,槟榔,黄芪,桔梗,青皮,乌药,苏木,枳实,黄芩,紫苏,木香"
大黄甘遂汤,"大黄,甘遂,阿胶"
大黄当归,"散,当归,川芎,菊花,大黄,黄芩,苏木,栀子,红花"
调荣汤,"川芎,当归,芍药,熟地,三棱,莪术,白芷,延胡索,蒲黄,香附,泽兰,细辛,川白姜,厚朴"
调荣饮,"细辛,莪术,辣桂,赤芍,延胡索,当归,川芎,白芷,槟榔,大腹皮,桑白皮,瞿麦穗,茯苓,陈皮,葶苈"
调荣活络汤,"当归,桃仁,大黄,牛膝,川芎,赤芍,红花,熟地,羌活,桂枝"
调荣活络饮,"当归,红花,桃仁,赤芍,大黄,独活,牛膝,秦艽,桂枝"
调荣活络散,"大黄,当归,梢,牛膝,杏仁,赤芍,红花,羌活,桃仁,川芎,桂枝,香附"
调荣散,"丹参,桃仁,赤芍,刘寄奴,延胡索,许,泽兰,莪术"
调营散,"蓬术,川芎,当归,前胡,白芷,槟榔,赤芍,桑皮,瞿麦,大腹皮,赤苓,葶苈,大黄,细辛,肉桂,炙草,生姜,大枣"
赶痛汤,"乳香,没药,地龙,当归,羌活,五灵脂"
起枕汤,"当归,赤芍,肉桂,蒲黄,五灵脂,白芷,牡丹皮,炙草"
逐血丹,"当归,大黄,红花,桃仁,天花粉,枳壳,厚朴,牡丹皮,水蛭"
逐瘀汤,"川芎,白芷,熟地,赤芍,五灵脂,枳壳"
逐瘀定痛散,"当归,延胡索,红花,五灵脂,赤芍,桃仁,甘草,穿山甲,乳香,没药"
通导散,"大黄,芒硝,枳壳,厚朴,当归,陈皮,木通,红花,苏木,甘草"
通血散,"生地,赤芍,当归,川芎,防风,苏木,荆芥,菊花,红花,甘草"
通灵散,"瞿麦,当归,天花粉,决明子,决明子,苏木,菊花,连翘"
通经丸,"当归,干漆,红花,川椒"
通神丸,"麻黄,桑柴煤,乌菱角壳,当归,晚蚕沙,没药"
通滞散,"蒲黄,当归,虻虫,大黄"
通瘀煎,"当归,山楂,香附,红花,乌药,青皮,木香,泽泻"
大黄牡丹汤,"大黄,牡丹,桃仁,瓜,芒硝"
大黄饮,"大黄,川芎,荆芥"
接骨紫金丹,土鳖
大黄散,"大黄,桃仁,乱发握"
断下渗湿汤,"樗根皮,赤苓,猪苓"
淋熨顽荆散,"顽荆,蔓荆子,白芷,细辛,防风,桂心,川芎,丁香,皮,羌活"
混元膏,"羚羊血,没药,漏芦,红花,大黄,麝香,升麻,白及,栀子,甘草,雄黄,白敛"
大紫金皮散,"紫金藤皮,降香,续断,补骨脂,无名异,琥珀"
硇砂丸,"硇砂,雄黄,大黄"
第一效丹,"土鳖虫,乳香,自然铜,血竭,朱砂,当归,麝香,没药"
银楂姜桂大黄汤,"银花炭,山楂,赤沙糖,大黄,肉桂,炮姜"
蛇衔膏,"蛇衔,大黄,附子,当归,芍药,细辛,黄芩,椒,莽草,独活,薤白干茎"
鹿角散,鹿角
鹿茸丸,"鹿茸,阳起石,麝香,熟地"
麻布饮,"麻布尺,牡丹皮,菴,鬼箭羽,败蒲,赤芍,蒲黄,大黄"
麻根饮,大麻根叶无问多少
黄末子,"川乌,降香,枫香,肉桂,松香,姜黄,乳香,没药,细辛,当归,赤芍,羌活,独活,川芎,蒲黄,白芷,五加皮,桔梗,骨碎补,苍术,何首乌,牛膝,姜黄"
黄耆汤,黄芪
黄连煮散,"马牙消,黄连"
琥珀散,"琥珀,羚羊角屑,突厥白,熟地,藁本"
琥珀膏,大黄
琥珀丸,"大黄,苏木,红花,肉桂,乌药,木香"
琥珀朱砂丸,"琥珀,木香,当归,没药,乳香,麝香,朱砂"
琥珀茯苓丸,"琥珀,茯苓,猪苓,木瓜,牛膝,牡丹皮,泽泻,香附,车前草,木香"
滑石白鱼散,"滑石,乱发,白鱼"
黑丸子,"白蔹,百草霜,赤小豆"
犀角地黄汤,"赤芍,熟地,牡丹皮,犀角"
紫金散,"紫荆藤皮,降香,续断,骨碎补,无名异,琥珀,蒲黄,牛膝,当归"
善应膏,"黄丹,白及,当归,肉桂,杏仁,白芷,血竭,槐枝,柳枝,真麻油"
巽顺丸,"乌骨白丝毛鸡只,乌贼骨"
散瘀活血汤,"透骨草,伸筋草,红花,牛膝,木瓜,乳香,凤仙草,钩藤,没药,毛姜,三七,羌活"
散结定疼汤,"当归,益母草,黑芥穗,乳香"
散青膏,白萝卜
散瘀软膏,"血竭,降香,川芎,赤芍,白芷,当归,红花,细辛"
散痛饮,"乌药,延胡索,杜仲,青皮,柴胡,穿山甲,牛膝,红花,甘草"
散瘀和伤汤,"木鳖子,红花,生夏,骨碎补,甘草,葱须"
滋阴降火汤,"生地,当归,川芎,赤芍,黄连,寸冬,大贝,胆草,大黄,木通,天花粉,蝉蜕,甘草,犀角,石膏"
小温经汤,"当归,附子"
滋肾活血汤,"桃仁,赤芍,牛膝,瞿麦,车前草,盐黄柏,盐知母,红花,竹叶,王不留行,皂刺,乌药,甘草,肉桂"
散血葛根汤,"干葛,夏,川芎,防风,羌活,升麻,桔梗,白芷,甘草,细辛,紫苏,香附,红花"
疏肝散瘀汤,"当归,红花,苏木,青皮,柴胡,山楂,白芍,乌药,桂枝,甘草"
粟煎散,"罂粟壳,甘草"
温经汤,"吴茱萸,当归,川芎,芍药,人参,桂枝,阿胶,生姜,牡丹皮"
滋血汤,赤石脂
斑蝥膏,"斑蝥,黄蜡,猪脂"
普救万全膏,"藿香,白芷,当归,贝母,大枫子,木香,白敛,乌药,生地,萝卜子,丁香,白芨,僵蚕,细辛,蓖麻子,檀香,秦艽,蜂房,防风,五加皮,苦参,肉桂,蝉蜕,丁皮,白鲜皮,羌活,桂枝,全蝎,赤芍,高良姜,玄参,胆南星,鳖甲,荆芥,两头尖,独活,苏木,枳壳,连翘,威灵仙,桃仁,牛膝,红花,续断,花百头,杏仁,苍术,艾绒,藁本,骨碎补,川芎,黄芩,麻黄,甘草,山栀,川乌,牙皂,夏,草乌,紫荆皮,青风藤,大黄,蜈蚣,蛇蜕条,槐枝寸,桃枝寸,柳枝寸,桑枝,楝枝寸,榆枝寸,楮枝寸,男人血余,真麻油"
蓬莪术散,"香附,当归,干漆,红花,甘草"
瘀血汤,"当归,川芎,大黄,枳壳,白芍,灵脂,赤苓,童便杯"
