方名,text
腾药,"当归,羌活,白芷,防风,乳香,没药,骨碎补,续断,宣木瓜,透骨草,川椒"
解毒内消汤,"连翘,金银花,蒲公英,败酱草,冬瓜子,赤芍,牡丹皮,川军,赤小豆,甘草,土贝母,犀黄丸"
葶苈子丸,"葶苈子,紫菀,茯苓,五味子,人参,桑白皮"
葶苈木香散,"葶苈,茯苓,白术,木香,泽泻,木通,甘草,辣桂,滑石"
巳药,"冰片,雄精,焰消"
韩氏驱毒散,"龙骨,甘石,轻粉,冰片,儿茶,元连,红粉"
黑退消,"川乌,草乌,胆南星,生夏,生磁石,丁香,肉桂,乳香,没药,炒甘松,硇砂,冰片,麝香"
鹅毛管眼药,"麝香,熊胆,琥珀,冰片,飞制甘石,飞生月石,荸荠粉,蕤仁霜,生地,玄参,川石斛,麦冬,杞子,黄连,黄芩,黄柏,龙胆草,青葙子,决明子,白蒺藜,菊花,桑叶,谷精珠,木贼草,山栀,决明子,竹叶,夜明沙,木鳖子"
阑尾号,"红藤,牡丹皮,皂角,穿山甲,银花,桃仁,川楝子"
锡类散,"西瓜霜料,硼砂,寒水石,青黛,冰片,珍珠"
锦红片,"大黄,蒲公英,红藤,厚朴"
跌打膏,"乳香,没药,血竭,香油,三七,冰片,樟脑,东丹"
雄黄膏,"雄黄,如意金黄散,蟾酥,白矾,冰片,凡士林"
雄黄牡蛎散,"牡蛎,雄黄"
蟾酥合剂,"酒化蟾酥,腰黄,铜绿,炒绿矾,轻粉,乳香,没药,枯矾,干蜗牛,麝香,血竭,朱砂,炉甘石,寒水石,硼砂,灯草灰"
敷药散,"绿豆,蝉蜕,荆芥,泽兰,秦皮,夏枯草,连翘,白芷,蔓荆子"
鼻炎灵,"苍耳子,白芷,辛夷,冰片,薄荷,芝麻油,液状石腊"
酸粉液,"玄明粉,西月石,制牙皂"
增损普济消毒饮,"黄芩,黄连,玄参,连翘,马勃,牛蒡子,薄荷,僵蚕,金银花,芦根,荆芥,板兰根,苦梗"
劈毒丹,"雄黄,盆消,冰片,麝香"
膜韧膏,"白凤仙花,栀子,细辛,红花,独活,当归,乳香,没药,羌活,苏木,樟脑,甘草,丁香,血余炭,石膏,山柰,红粘谷子,血竭"
碧玉膏,"蓖麻子,铜绿,松香"
漱药,"石膏,酒芩,忍冬,牡丹皮,薄荷,川椒"
漱口药,"紫荆皮,防风,薄荷,食盐,甘草,石膏"
镇痛膏,"松针,樟脑,栀子,黄丹,桐油"
熏洗汤,"银花,羌活,独活,川乌,草乌,防风,苍术,薄荷,紫苏,桑叶,桃叶,槐叶握,樟叶握"
摩风膏,"黄芪,白芍,茅香,甘草,防风,白芷,杏仁,藿香"
滴耳油,桃仁
藿香托里散,"藿香,连翘,山栀,当归,贝母"
醒消丸,"乳香,麝香,雄精,黄米饭"
飞龙夺命丹,"蟾酥,血竭,乳香,没药,雄黄,轻粉,胆矾,麝香,铜绿,寒水石,朱砂,海羊,樟脑"
露蜂房膏,"露蜂房,蛇蜕皮,玄参,黄芪,乱发,黄丹,黄蜡"
麝香散,"细腻荞面,青盐"
獾油,"獾油,冰片"
整痛膏,草乌
凝冰散,"绿豆粉,乳香"
薏苡附子败酱散,"薏苡仁,附子,败酱"
瘰疬疏肝丸,"昆布,海石,川贝,牡蛎,天葵子"
避瘟丹,"甘草,苍术,细辛,乳香"
橘核疝气丸,"金铃子,茴香,乌药,玄胡,肉桂,胡芦巴,炮姜,吴茱萸,高良姜,橘核,木香,川军"
中膈丸,芫花
乌龙散,"台麝,冰片,千金霜,文蛤,毛慈姑,灯草炭,大戟,朱砂,安息香具"
乌龙膏,陈小粉
乌金膏,"乳香,没药,血竭,当归,木鳖子,血余,黄丹"
乌鲤鱼汤,"乌鲤鱼尾,赤小豆,桑白皮,白术,陈皮,葱白根"
云台膏,"大黄,木鳖子,玄参,生地,金银藤,甘草,土贝母,黄芪,当归,薄荷,赤芍,川芎,白芷,杏仁,草乌,黄柏,僵蚕,穿山甲,全蝎,胆南星,蜂房,蛇退,蝉退,牡蛎,生夏,羌活,防风,连翘,苍术,香附,橘皮,天花粉,干蟾,五倍子,蓖麻子,川连,细辛,红花,肉桂,丁香,头发,桑枝,槐条,柳条,苍耳子,老蒜,葱白,生姜,芒硝"
五色蟾酥墨,"雄黄,银朱,胆矾,韶粉,藤黄,铜绿,硼砂,麝香"
升槐升降汤,"升麻,槐子,黄芪,白术,柴胡,当归,大腹皮,木香,甘草"
木瓜牛膝丸,"木瓜,川乌,牛膝,羌活,青皮,青盐,狗脊,巴戟,海桐皮"
长春至宝丹,"鹿茄茸,鹿角胶,巨胜子,枸杞子,当归,熟地,鸽子蛋,何首乌"
加味红花,"散,生地,秦归,赤芍,干荷叶,牡丹皮,红花,蒲黄"
牛膝汤,"牛膝,滑石,当归,通草,葵,瞿麦"
生地黄丸,"人参,防风,当归,川芎,熟地,白蒺藜,全蝎"
芍药汤,"芍药,当归,黄连,槟榔,木香,甘草,大黄,黄芩,肉桂"
鸡血藤膏,"滇鸡血藤膏粉,牛膝,续断,红花,黑豆,糯米,饴糖"
大防风,"汤,防风"
面痛四号方,"黄芪,当归,天麻,甘草,丹参,鸡血藤,牛膝,红花,川芎,茯苓,姜黄"
桂枝芍药知母汤,"桂枝,芍药,甘草,麻黄,生姜,白术,知母,防风,附子"
女宝调经丸,"当归,乌药,丹参,香附,白芍,小胡麻,广皮,川芎,益母草"
羚羊明目丸,"羚羊角,菊花,川芎,车前草,防风,羌活,薄荷,赤芍,大黄,朴消,血竭,没药,牡丹皮,红花"
羚羊散血饮,"羚羊角,黄芩,青黛,赤芍,牡丹皮,茜草,小蓟"
五苓散,猪苓
五淋散,"栀子,车前草,当归,甘草"
七味枳术汤,"枳实,六神曲,炒麦芽"
水止泻丹,"党参,滑石,山药"
天一丸,"灯心草,茯苓,泽泻,人参"
九宝饮子,"罂粟壳,青皮,陈皮,木通,茯苓,车前草,厚朴,甘草"
加减除湿胃苓汤,"苍术,厚朴,陈皮,滑石,白术,猪苓,炒黄柏,炒枳壳,泽泻,赤苓,甘草"
加减胃苓汤,"茅术,砂仁,扁豆壳,防己,腹皮,生姜"
四加丸,白术
四苓散,"白术,猪苓,茯苓,泽泻"
加减五苓散,"桂木,白术,茅术,砂壳,云苓皮,泽泻,扁豆壳,猪苓"
加减五皮饮,"茯苓,大腹皮,丝瓜络五,川朴,车前草,冬瓜皮,陈皮,炒桑皮,木香,蒲种壳,地骷髅"
加味五淋散,"黑栀,茯苓,当归,白芍,黄芩,甘草,生地,泽泻,车前草,滑石,木通"
茯苓桂枝白术甘草汤,"茯苓,桂枝"
白术散,"白术,猪苓,泽泻,山药,莲肉,茯苓,人参,甘草"
白术膏,"人参,白术,白豆蔻,白豆蔻"
决水汤,"车前草,茯苓,王不留行,肉桂,赤小豆"
利肺汤,"紫苏,人参,白术,茯苓,甘草,桔梗,夏,神曲,附子"
行水膏,"苍术,生夏,防己,黄芩,黄柏,苦葶苈,甘遂,大戟,芫花,木通,白术,龙胆草,羌活,大黄,黑丑头,芒硝,山栀,桑白皮,泽泻,川芎,当归,赤芍,黄连,郁金,苦参,知母,商陆,枳实,连翘,槟榔,郁李仁,大腹皮,防风,细辛,杏仁,胆南星,茵陈,白丑头,天花粉,苏子,独活,青皮,陈皮,藁木,瓜萎仁,柴胡,地骨皮,白鲜皮,牡丹皮,灵仙,旋覆花,蒲黄,猪芩,牛蒡子,马兜铃,白芷,升麻,川楝子,地肤子,车前草,牛膝,香附,莱菔子,茯苓,萆薢,甘草,海藻,昆布,瞿麦,扁蓄250,,木鳖子,萆麻仁,地龙,土狗,穿山甲,发团,浮萍,延胡索,厚朴,附子,乌药,龟版,滑石,生姜,韭白,葱白,榆白,桃枝,大蒜头,杨柳枝,槐枝,桑枝,苍耳草,益母草,诸葛菜,车前草,马齿苋,黄花地丁,凤仙草,九节菖蒲,花椒,白芥子,皂角,赤小豆,共用油铅粉,松香,金陀僧,石膏,陈壁土,明矾,轻粉,肉桂,木香,牛胶"
安胎利水汤,"东洋参,生于术,大腹皮,阳春砂,茯苓,家苏梗,天仙藤,冬葵子"
妇科五淋丸,"当归,生地,川芎,滑石,木通,甘草,栀子,白芍,石苇,黄连,海金砂"
八正散,"车前草,瞿麦,萹蓄,滑石,栀子,甘草"
导滞汤,"蒲黄,甘草,泽兰,姜皮,牛膝,红花,瞿麦,陈皮"
八珍加木通牛蒡子汤,"人参,白术,茯苓,甘草,当归,熟地,川芎,白芍,木通,牛蒡子"
补中益气汤,"人参,白术,茯苓,白芍,陈皮,木瓜,木通,紫苏,苍术,厚朴,大腹皮"
羌防四苓散,"羌活,白术,茯苓,猪苓,泽泻,独活,防风"
辰砂五苓散,"朱砂,滑石"
万应神曲,"荆芥,防风,桔梗,冬术,苍术,香薷,葛根,枳壳,紫苏,羌活,诃子,青蒿,厚朴,黄芩,片黄柏,天麻,香附,甘草,蕲艾绒,绵茵陈,苍耳草,山楂,使君子,赤小豆,生谷芽,生麦芽,川连,郁金,桂枝,沉香,木香,砂仁,白芍,陈皮,槟榔片,石菖蒲,熟夏,高良姜,天花粉,白扁豆,福泽泻,柴胡,薄荷,木通,杏仁,车前草"
万应神曲膏,"前胡,大黄,苍术,莪术,防风,高良姜,姜黄,山楂,柴胡,厚朴,紫苏,白豆蔻,葛根,槟榔,薏米,黄芩,荆芥,麻黄,青皮,使君子,甘草,黄柏,百合,栀子,薄荷,羌活,陈皮,蒲黄,扁豆,杏仁,车前草,泽兰,独活,木香,益母草,麦芽,乌药,桔梗,腹皮,砂仁,诃子,猪苓,茯苓,三棱,芡实,草果,夏,淮药,木通,藿香,枳实,建泽泻,香薷,菖蒲,黄连,木瓜,香附,枳壳,小豆,花椒"
返汗化水汤,"茯苓,猪苓,刘寄奴"
实脾散,厚朴
泽泻汤,"泽泻,白术"
苓连汤,"茯苓,黄连"
苓桂理中汤,"理中汤,加,肉桂,茯苓"
范志神曲,"香附,槟榔,乌药,白芷,茯苓,桔梗,玄胡,枳壳,五灵脂,苏子,山楂,郁金,车前草,黄芩,菊花,木通,莱菔子,赤苓,泽泻,陈皮,柴胡,白扁豆,砂仁,枳实,大麦芽,防风,干葛,苍术,木香,薄荷,白术,栀子,赤小豆,丁香,白豆蔻,羌活,沉香,小麦"
复方地锦片,"地锦草,辣蓼,车前草"
胃苓汤,"苍术,甘草,泽泻,猪苓,茯苓,白术,肉桂"
胜水汤,"茯苓,车前草,人参,远志,甘草,菖蒲,柴胡,白术,陈皮,夏"
茯苓车前子饮,"茯苓,车前草"
茯苓甘草汤,"茯苓,桂枝"
茵陈湿汤,"白术,茵陈,肉桂,猪苓,夏"
茵陈治疸汤,"茵陈,黄芩,山栀,滑石,茯苓,车前草,橘红"
除湿丸,"威灵仙,猪苓,栀仁,黄芩,黄连,连翘,当归,泽泻,紫草,茜草根,赤苓皮,白鲜皮,牡丹皮,生地"
除湿解毒汤,"白鲜皮,大豆黄卷,生苡米,茯苓,栀子,牡丹皮,金银花,连翘,地丁,木通,滑石,甘草"
健脾除湿汤,"生薏米,生扁豆,山药,芡实,枳壳,萆薢,黄柏,白术,茯苓,大豆黄卷"
栝楼瞿麦丸,"栝楼根,茯苓,薯蓣,附子,瞿麦"
桂车汤,"车前草,肉桂,知母,王不留行"
桂枝去桂加茯苓白术汤,"芍药,甘草,白术,茯苓,大枣"
消气散,"白术,薏仁,茯苓,人参,甘草,枳壳,山药,肉桂,车前草,萝卜子,神曲"
消肿调脾顺气汤,"苍术,陈皮,泽泻,桔梗,三棱,莪术,肉桂,茴香,木通,厚朴,草果,砂仁,猪苓,木香,槟榔,大腹皮,香附,枳壳,人参,木瓜,桑白皮,牵牛,大黄,甘草"
消胀化臌丸,"西洋参,巴豆,甘遂,葶苈子,干姜,抽葫芦"
消湿散,牵牛子
大清凉散,僵蚕
益气导源汤,"茯苓,泽泻,广缩砂,大腹皮,升麻,苍术,车前草,木通,猪苓,通草"
真武汤,"茯苓,芍药,生姜"
胸膜炎汤号,"冬瓜子,葶苈子,薏苡仁,茯苓,旋覆花,瓜蒌,薤白,杏仁,广皮,枳壳,桔梗"
通苓散,"猪苓,木通,茵陈,车前草,瞿麦"
排石汤,"金草,生鸡内金,萹蓄,瞿麦,滑石,车前草,木通,冬葵子,留行子,牛膝,白茅根"
救急丹,"藿香,苍术,丁香,沉香,五倍子,山慈姑,千金子霜,大戟,木香"
救急散,"苍术,姜连,厚朴,陈皮,制草,生芍,泽泻,茯苓,防风,车前草,扁豆,佛手,滑石,清夏,寸冬,猪苓"
猪苓丸,"白术,猪苓,泽泻,茯苓,肉桂,槟榔,木通,干葛,甘草"
猪苓汤,猪苓
猪苓散,"猪苓,茯苓,白术"
瓠子汤,"羊肉脚子,草果"
小儿止泻散,"苍术,白术,莲子,炒扁豆,炒山药,通草,茯苓,车前草,诃子,白豆蔻,厚朴,甘草"
黄连丸,"大黄,黄连,黄柏,栀子,黄芩,甘草"
小青龙汤,麻黄
小胃丹,"芫花,甘遂,大戟,大黄,黄柏"
小蓟饮子,"熟地,小蓟根,通草,滑石,山栀,蒲黄,竹叶,当归,藕节,甘草"
小解毒汤,"山归来,滑石,泽泻,阿胶,茯苓,木通,忍冬,大黄"
温脾达生汤,"厚朴,木香,肉桂,车前草,广皮,枳壳,冬葵,黑姜,当归,川芎"
滑石膏,滑石
榆皮索饼,"榆皮,白面"
葵子茯苓散,"葵子,茯苓"
黑虎丸,"川军,巴豆,干姜,郁李仁"
